"This code doesn’t look quite right. Please check and try again.","Tento kód nie je správny. Skontrolujte platnosť kódu a skúste to znova."
"The requested qty exceeds the maximum qty allowed in shopping cart","Požadované množstvo presahuje maximálne množstvo povolené v nákupnom košíku"
